,Order_ID,Customer_ID,Postal_Code,Product_ID,Sales,Quantity,Discount,Profit,Category,Sub-Category,Product_Name,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Country/Region,City,State,Region,Month_Order,Day_Order,Days_Shipping,pca_1,pca_2,clusters
33,US-2018-150630,TB-21520,19140,OFF-AR-10001683,15.76,2,0.2,3.546,Office Supplies,Art,Lumber Crayons,2018-09-17,2018-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,9,17,4,-0.7629184010919461,0.34824343441915684,0
34,CA-2020-107727,MA-17560,77095,OFF-PA-10000249,29.472,3,0.2,9.9468,Office Supplies,Paper,Easy-staple paper,2020-10-19,2020-10-23,Second Class,Matt Abelman,Home Office,United States,Houston,Texas,Central,10,19,4,-0.4033859829754734,0.5884967681256067,0
35,CA-2019-117590,GH-14485,75080,TEC-PH-10004977,1097.544,7,0.2,123.4737,Technology,Phones,GE 30524EE4,2019-12-08,2019-12-10,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,12,8,2,-0.180397097514149,-0.7919964525037606,3
36,CA-2019-117590,GH-14485,75080,FUR-FU-10003664,190.92,5,0.6,-147.963,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2019-12-08,2019-12-10,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,12,8,2,-0.13735288270726348,-0.9186667241504798,3
37,CA-2018-117415,SN-20710,77041,OFF-EN-10002986,113.328,9,0.2,35.415,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",2018-12-27,2018-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,12,27,4,-0.39372797086698513,0.434760318970307,0
38,CA-2018-117415,SN-20710,77041,FUR-BO-10002545,532.3992,3,0.32,-46.9764,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",2018-12-27,2018-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,12,27,4,-0.19287580859943185,-0.7485117994904507,3
39,CA-2018-117415,SN-20710,77041,FUR-CH-10004218,212.058,3,0.3,-15.147,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",2018-12-27,2018-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,12,27,4,-0.17926844233300965,-0.8244452865367131,3
40,CA-2018-117415,SN-20710,77041,TEC-PH-10000486,371.168,4,0.2,41.7564,Technology,Phones,Plantronics HL10 Handset Lifter,2018-12-27,2018-12-31,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,12,27,4,-0.21283299097951014,-0.7791098726043388,3
41,CA-2020-120999,LC-16930,60540,TEC-PH-10004093,147.168,4,0.2,16.5564,Technology,Phones,Panasonic Kx-TS550,2020-09-10,2020-09-15,Standard Class,Linda Cazamias,Corporate,United States,Naperville,Illinois,Central,9,10,5,-0.15045559647375706,-0.7902628528075717,3
42,CA-2019-101343,RA-19885,90049,OFF-ST-10003479,77.88,2,0.0,3.894,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",2019-07-17,2019-07-22,Standard Class,Ruben Ausman,Corporate,United States,Los Angeles,California,West,7,17,5,1.1030150473517755,0.6774627458171287,1
43,CA-2020-139619,ES-14080,32935,OFF-ST-10003282,95.616,2,0.2,9.5616,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2020-09-19,2020-09-23,Standard Class,Erin Smith,Corporate,United States,Melbourne,Florida,South,9,19,4,-0.244541707051476,0.4940543122912674,0
44,CA-2019-118255,ON-18715,55122,TEC-AC-10000171,45.98,2,0.0,19.7714,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2019-03-11,2019-03-13,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,3,11,2,-0.11557462005083323,-0.7657032104386315,3
45,CA-2019-118255,ON-18715,55122,OFF-BI-10003291,17.46,2,0.0,8.2062,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,2019-03-11,2019-03-13,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,3,11,2,-0.33626317553291896,0.6062933138060587,0
46,CA-2017-146703,PO-18865,48185,OFF-ST-10001713,211.96,4,0.0,8.4784,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",2017-10-20,2017-10-25,Second Class,Patrick O'Donnell,Consumer,United States,Westland,Michigan,Central,10,20,5,-0.3251777346300806,0.49615037568123166,0
47,CA-2019-169194,LH-16900,19901,TEC-AC-10002167,45.0,3,0.0,4.95,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,2019-06-20,2019-06-25,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East,6,20,5,-0.42278321305629946,-0.8634218547449948,3
48,CA-2019-169194,LH-16900,19901,TEC-PH-10003988,21.8,2,0.0,6.104,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2019-06-20,2019-06-25,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East,6,20,5,-0.42816606517515954,-0.8894876265247931,3
49,CA-2018-115742,DP-13000,47150,OFF-BI-10004410,38.22,6,0.0,17.9634,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",2018-04-18,2018-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,4,18,4,-0.3461912783007553,0.6129280833767352,0
50,CA-2018-115742,DP-13000,47150,OFF-LA-10002762,75.18,6,0.0,35.3346,Office Supplies,Labels,Avery 485,2018-04-18,2018-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,4,18,4,-0.3092128515300612,0.4407676126143455,0
51,CA-2018-115742,DP-13000,47150,FUR-FU-10001706,6.16,2,0.0,2.9568,Furniture,Furnishings,Longer-Life Soft White Bulbs,2018-04-18,2018-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,4,18,4,-0.08784136013064411,-0.9118044842944724,3
52,CA-2018-115742,DP-13000,47150,FUR-CH-10003061,89.99,1,0.0,17.0981,Furniture,Chairs,"Global Leather Task Chair, Black",2018-04-18,2018-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,4,18,4,-0.09732102629102912,-0.8304696265801276,3
53,CA-2019-105816,JM-15265,10024,OFF-FA-10000304,15.26,7,0.0,6.2566,Office Supplies,Fasteners,Advantus Push Pins,2019-12-11,2019-12-17,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East,12,11,6,-0.9789687409947536,0.24575734633466206,0
54,CA-2019-105816,JM-15265,10024,TEC-PH-10002447,1029.95,5,0.0,298.6855,Technology,Phones,AT&T CL83451 4-Handset Telephone,2019-12-11,2019-12-17,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East,12,11,6,-0.8025140407929137,-0.9649303168560578,3
55,CA-2019-111682,TB-21055,12180,OFF-ST-10000604,208.56,6,0.0,52.14,Office Supplies,Storage,Home/Office Personal File Carts,2019-06-17,2019-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,6,17,1,-0.8131432245140393,0.34409044956931223,0
56,CA-2019-111682,TB-21055,12180,OFF-PA-10001569,32.4,5,0.0,15.552,Office Supplies,Paper,Xerox 232,2019-06-17,2019-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,6,17,1,-0.815618588090649,0.43061736604089307,0
57,CA-2019-111682,TB-21055,12180,FUR-CH-10003968,319.41,5,0.1,7.098,Furniture,Chairs,Novimex Turbo Task Chair,2019-06-17,2019-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,6,17,1,-0.5892115213814615,-0.9855627524098921,3
58,CA-2019-111682,TB-21055,12180,OFF-PA-10000587,14.56,2,0.0,6.9888,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",2019-06-17,2019-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,6,17,1,-0.815618588090649,0.43061736604089307,0
59,CA-2019-111682,TB-21055,12180,TEC-AC-10002167,30.0,2,0.0,3.3,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,2019-06-17,2019-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,6,17,1,-0.617393217909102,-0.9141615666977195,3
60,CA-2019-111682,TB-21055,12180,OFF-BI-10001460,48.48,4,0.2,16.362,Office Supplies,Binders,Plastic Binding Combs,2019-06-17,2019-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,6,17,1,-0.8380817733911878,0.4578349575469707,0
61,CA-2019-111682,TB-21055,12180,OFF-AR-10001868,1.68,1,0.0,0.84,Office Supplies,Art,Prang Dustless Chalk Sticks,2019-06-17,2019-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,6,17,1,-0.8088697961624767,0.3378000334756437,0
62,CA-2018-135545,KM-16720,90004,TEC-AC-10004633,13.98,2,0.0,6.1512,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",2018-11-24,2018-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,11,24,6,1.2985096436458008,-0.5821297184535845,2
63,CA-2018-135545,KM-16720,90004,OFF-BI-10001078,25.824,6,0.2,9.3612,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",2018-11-24,2018-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,11,24,6,1.0778210881637151,0.7898668057911056,1
64,CA-2018-135545,KM-16720,90004,OFF-PA-10003892,146.73,3,0.0,68.9631,Office Supplies,Paper,Xerox 1943,2018-11-24,2018-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,11,24,6,1.1002842734642537,0.7626492142850283,1
65,CA-2018-135545,KM-16720,90004,FUR-FU-10000397,79.76,4,0.0,22.3328,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,2018-11-24,2018-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,11,24,6,1.3361710063338261,-0.7348657618801019,2
66,US-2018-164175,PS-18970,60610,FUR-CH-10001146,213.115,5,0.3,-15.2225,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",2018-04-30,2018-05-05,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,Central,4,30,5,-0.13449953251180613,-0.835799632796407,3
67,CA-2017-106376,BS-11590,85234,OFF-AR-10002671,1113.024,8,0.2,111.3024,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",2017-12-05,2017-12-10,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,12,5,5,0.47832946166502116,0.5740029219853442,1
68,CA-2017-106376,BS-11590,85234,TEC-PH-10002726,167.968,4,0.2,62.988,Technology,Phones,netTALK DUO VoIP Telephone Service,2017-12-05,2017-12-10,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,12,5,5,0.6644231877995359,-0.7040244499678174,2
69,CA-2019-119823,KD-16270,22153,OFF-PA-10000482,75.88,2,0.0,35.6636,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2019-06-04,2019-06-06,First Class,Karen Daniels,Consumer,United States,Springfield,Virginia,South,6,4,2,-0.23859942145252575,0.5713060550116068,0
70,CA-2019-106075,HM-14980,10009,OFF-BI-10004654,4.616,1,0.2,1.731,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2019-09-18,2019-09-23,Standard Class,Henry MacAllister,Consumer,United States,New York City,New York,East,9,18,5,-1.0180751544670514,0.431791531164749,0
71,CA-2020-114440,TB-21520,49201,OFF-PA-10004675,19.05,3,0.0,8.763,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",2020-09-14,2020-09-17,Second Class,Tracy Blumstein,Consumer,United States,Jackson,Michigan,Central,9,14,3,-0.33042590620904594,0.5825718052056433,0
72,US-2018-134026,JE-15745,38109,FUR-CH-10000513,831.936,8,0.2,-114.3912,Furniture,Chairs,High-Back Leather Manager's Chair,2018-04-26,2018-05-02,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,4,26,6,-0.015005348097101637,-0.8335394974844479,3
73,US-2018-134026,JE-15745,38109,FUR-FU-10003708,97.04,2,0.2,1.213,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2018-04-26,2018-05-02,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,4,26,6,-0.0055256819367166254,-0.9148743551987927,3
74,US-2018-134026,JE-15745,38109,OFF-ST-10004123,72.784,1,0.2,-18.196,Office Supplies,Storage,Safco Industrial Wire Shelving System,2018-04-26,2018-05-02,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,4,26,6,-0.23893705122967934,0.49611370449475645,0
75,US-2020-118038,KB-16600,77041,OFF-BI-10004182,1.248,3,0.8,-1.9344,Office Supplies,Binders,Economy Binders,2020-12-09,2020-12-11,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,12,9,2,-0.4215255264534771,0.6078977840510723,0
76,US-2020-118038,KB-16600,77041,FUR-FU-10000260,9.708,3,0.6,-5.8248,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",2020-12-09,2020-12-11,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,12,9,2,-0.16317560828336597,-0.9168347836201353,3
77,US-2020-118038,KB-16600,77041,OFF-ST-10000615,27.24,3,0.2,2.724,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",2020-12-09,2020-12-11,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,12,9,2,-0.39658697757632866,0.49415327607341386,0
78,US-2017-147606,JE-15745,77070,FUR-FU-10003194,19.3,5,0.6,-14.475,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",2017-11-26,2017-12-01,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,Central,11,26,5,-0.1680100707277252,-0.9116991040468864,3
79,CA-2019-127208,SC-20770,35601,OFF-AP-10002118,208.16,1,0.0,56.2032,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2019-06-12,2019-06-15,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,6,12,3,-0.21935066391496183,0.4378257702365942,0
80,CA-2019-127208,SC-20770,35601,OFF-BI-10002309,16.74,3,0.0,8.0352,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,2019-06-12,2019-06-15,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,6,12,3,-0.2528706026065377,0.5986367309789912,0
81,CA-2017-139451,DN-13690,94122,OFF-AR-10002053,14.9,5,0.0,4.172,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2017-10-12,2017-10-16,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West,10,12,4,1.039057287155943,0.6659743842526858,1
82,CA-2017-139451,DN-13690,94122,OFF-ST-10002370,21.39,1,0.0,6.2031,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",2017-10-12,2017-10-16,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West,10,12,4,1.0347838588043805,0.6722648003463543,1
83,CA-2018-149734,JC-16105,27707,OFF-EN-10000927,200.984,7,0.2,62.8075,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,2018-09-03,2018-09-08,Standard Class,Julie Creighton,Corporate,United States,Durham,North Carolina,South,9,3,5,-0.23088351662265189,0.4266806750524239,0
84,US-2020-119662,CS-12400,60623,OFF-ST-10003656,230.376,3,0.2,-48.9549,Office Supplies,Storage,Safco Industrial Wire Shelving,2020-11-13,2020-11-16,First Class,Christopher Schild,Home Office,United States,Chicago,Illinois,Central,11,13,3,-0.3515626574442131,0.4841393778174016,0
85,CA-2020-140088,PO-18865,29203,FUR-CH-10000863,301.96,2,0.0,33.2156,Furniture,Chairs,Novimex Swivel Fabric Task Chair,2020-05-28,2020-05-30,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,5,28,2,-0.011783594085639948,-0.837349708272545,3
86,CA-2020-155558,PG-18895,55901,TEC-AC-10001998,19.99,1,0.0,6.7966,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,2020-10-26,2020-11-02,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,10,26,7,-0.12889814764992474,-0.7581211863853234,3
87,CA-2020-155558,PG-18895,55901,OFF-LA-10000134,6.16,2,0.0,2.9568,Office Supplies,Labels,Avery 511,2020-10-26,2020-11-02,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,10,26,7,-0.3126082763613164,0.44171486709697705,0
